"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.163375417E0,-3.828597180E0,1.631985371E0,3.286545233E-1,4.174870826E0
2.173400417E0,-4.265850213E0,1.917858083E0,3.929293835E-1,4.693618131E0
2.183420458E0,-4.560745763E0,2.002046586E0,4.252622203E-1,4.998943929E0
2.193445458E0,-4.752385917E0,2.006769967E0,4.809288096E-1,5.181080015E0
2.203469458E0,-4.684300354E0,1.904757981E0,5.345383485E-1,5.084929106E0
2.213494458E0,-4.435483786E0,1.441793864E0,5.438670695E-1,4.695538026E0
2.223518458E0,-4.183153042E0,1.167716448E0,5.517245579E-1,4.377982533E0
2.233543458E0,-3.933615512E0,1.088197823E0,5.128184275E-1,4.113452107E0
2.243568458E0,-3.636382245E0,9.065847668E-1,3.670998931E-1,3.765625327E0
2.253592458E0,-3.320811524E0,7.708852172E-1,2.633072106E-1,3.419266571E0
2.263617458E0,-3.068844477E0,6.643238050E-1,1.217144716E-1,3.142283716E0
2.273641458E0,-2.902609890E0,5.337999183E-1,-3.490319967E-2,2.951491955E0
2.283666458E0,-2.754125696E0,3.755198836E-1,-4.160418190E-2,2.779919862E0
2.293690458E0,-2.593752943E0,2.573611039E-1,5.078884207E-2,2.606984575E0
2.303715458E0,-2.379434363E0,2.871950600E-1,1.426464073E-1,2.400944999E0
2.313739458E0,-2.045969408E0,2.731725597E-1,2.131744261E-1,2.075104191E0
2.323764458E0,-1.491505430E0,1.094815117E-1,2.234526618E-1,1.512119618E0
2.333789458E0,-8.676987362E-1,-6.826390386E-2,1.734496124E-1,8.874941270E-1
2.343813458E0,-1.564328992E-1,-1.354688770E-1,7.273453876E-2,2.193476276E-1
2.353838458E0,5.446032339E-1,-3.214147201E-1,-1.792499042E-1,6.572903718E-1
2.363862458E0,1.214763730E0,-6.273746645E-1,-3.794116442E-1,1.418873879E0
2.373887458E0,1.655306990E0,-8.911527953E-1,-6.002236303E-1,1.973439369E0
2.383911458E0,1.995561147E0,-1.053997459E0,-7.159820549E-1,2.367658176E0
2.393936458E0,2.365188791E0,-1.338831121E0,-6.464987142E-1,2.793662001E0
2.403960458E0,2.784895499E0,-1.717597378E0,-6.994486141E-1,3.345894807E0
2.413985458E0,3.087981244E0,-2.030508201E0,-7.006883700E-1,3.761589546E0
2.424009458E0,3.113114331E0,-2.086351449E0,-6.099523008E-1,3.796891494E0
2.434034458E0,2.854906551E0,-1.937649738E0,-4.861294694E-1,3.484436796E0
2.444059458E0,2.769576378E0,-2.033943147E0,-3.606280486E-1,3.455073173E0
2.454083458E0,2.899620793E0,-2.497716519E0,-1.492874555E-1,3.829970665E0
2.464108458E0,2.937728852E0,-2.765695874E0,9.557157040E-2,4.035896232E0
2.474132458E0,2.753471392E0,-2.383794047E0,2.946844661E-1,3.653890762E0
2.484157458E0,2.423645745E0,-1.855954488E0,4.324999769E-1,3.083128604E0
2.494181458E0,2.114471878E0,-1.411508795E0,5.065010226E-1,2.592275388E0
2.504206458E0,1.822971806E0,-9.076314184E-1,5.447618397E-1,2.108029046E0
2.514230458E0,1.430877405E0,-4.197622561E-1,4.422741826E-1,1.555383217E0
2.524255458E0,9.563045186E-1,3.901203811E-2,3.375411947E-1,1.014876509E0
2.534280458E0,5.096836621E-1,3.437256485E-1,2.394892354E-1,6.597574181E-1
2.544304458E0,1.888147795E-1,2.993499595E-1,1.467674518E-1,3.831476270E-1
2.554329458E0,1.481193280E-1,-1.077700317E-1,1.251596510E-1,2.218527740E-1
2.564353458E0,3.490425217E-1,-7.427788210E-1,1.943241723E-1,8.433937057E-1
2.574378458E0,7.479506832E-1,-1.328416645E0,2.948515503E-1,1.552758334E0
2.584402458E0,1.293932691E0,-1.874595703E0,3.092884719E-1,2.298701855E0
2.594427458E0,1.545627843E0,-2.201535165E0,3.195386410E-1,2.708842457E0
2.604451458E0,1.325849717E0,-2.175545461E0,3.914395130E-1,2.577615258E0
